SEQ_FUNDAMENTO_LEGAL#SEQ_FUNDAMENTO_LEGAL_PAI#DESCRICAO#GLOSSARIO
1393#1383#5.11 Não cabimento de RESP fundado em norma não vigente - revogada - em vacatio legis #
1394#1413#6.08 Não cabimento de recurso especial interposto contra acórdão que tenha decidido a controvérsia com base em legislação local, ainda que se alegue violação a dispositivo de lei federal#
1395#1413#6.09 Não cabimento de recurso especial quando o acórdão recorrido aplicou ao caso concreto a lei federal adotada pelo ente federado como lei local#
1396#1413#6.10 Ausência de interesse recursal#
1397#1430#10.02 Súmula 7/STJ - Não cabimento de recurso especial para o reexame de matéria fática#
1398#1430#10.03 Valor dos Danos morais - Súmula 7/STJ#
1399#1430#10.04 Honorários advocatícios - Súmula 7/STJ#
1400#1430#10.05 Sucumbência recíproca - Súmula 7/STJ#
1401#1430#10.01 Súmula 5/STJ - Não cabimento de recurso especial para interpretação de cláusula contratual#
1402##08. Súmula 283/STF#
1403#1402#8.01 Súmula 283/STF - Existência de fundamento não impugnado suficiente para manter o julgado#
1404##09. Ausência de Prequestionamento#
1405#1404#9.01 Súmula 211/STJ#
1406#1404#9.02 Súmulas 282/STF e 356/STF#
1407#1404#9.03 Ausência de prequestionamento da tese recursal#
1408##03. Súmula 284/STF - Alínea "b"#
1409#1408#3.01 Não cabimento de recurso especial em razão da não comprovação dos requisitos da alínea "b" do permissivo constitucional#
1410#1383#5.08 Não cabimento de recurso especial quando a tese recursal apresenta conflito entre lei ordinária e lei complementar, mas sim recurso extraordinário#
1411#1383#5.09 Não cabimento de recurso especial para questionar a inconstitucionalidade da lei#
1412#1383#5.10 Não cabimento de recurso especial fundado em violação a norma não recepcionada pela CF/88#
1413##06. Não cabimento de REsp - Após o cotejo com o acórdão#
1414#1383#5.13 Óbices individualizados de não cabimento de recurso especial por ofensa a norma diversa de tratado internacional ou lei federal#
1415#1414#5.13.01 Não cabe recurso especial que alega ofensa a circular#
1416#1414#5.13.02 Não cabe recurso especial que alega ofensa a comunicado #
1417#1414#5.13.03 Não cabe recurso especial que alega ofensa a convênio interestadual #
1418#1414#5.13.04 Não cabe recurso especial que alega ofensa a instrução normativa #
1419#1414#5.13.05 Não cabe recurso especial que alega ofensa a provimento #
1420#1414#5.13.06 Não cabe recurso especial que alega ofensa a decisão administrativa #
1421#1414#5.13.07 Não cabe recurso especial que alega ofensa a princípios #
1422#1414#5.13.08 Não cabe recurso especial que alega ofensa a tratado internacional de direitos humanos #
1423#1414#5.13.09 Não cabe recurso especial que alega ofensa a lei federal não vigente #
1424#1414#5.13.10 Não cabe recurso especial que alega ofensa a decreto #
1425#1414#5.13.11 Não cabe recurso especial que alega ofensa a portaria #
1426#1414#5.13.12 Não cabe recurso especial que alega ofensa a regimento interno - Súmula n. 399/STF #
1427#1414#5.13.13 Não cabe recurso especial que alega ofensa a regulamento #
1428#1414#5.13.14 Não cabe recurso especial que alega ofensa a resolução #
1429##07. Súmula 284/STF - após o cotejo com o acórdão#
1430##10. Súmulas n. 5/STJ e 7/STJ #
1431#1430#10.06 Não cabimento de recurso especial para verificar a existência de coisa julgada (Súmula n. 7/STJ) - revisão de premissa fática quanto à identidade dos elementos caracterizados da coisa julgada#
1432#1430#10.07 Não cabimento de recurso especial para verificar a existência de coisa julgada (Súmula n. 7/STJ) - revisão da interpretação do teor do título executivo judicial#
1433#1430#10.08 Não cabimento do recurso pela alínea "c" quando, pela alínea "a" é aplicável a Súmula n. 7/STJ pela alínea "c" não haverá similitude fática#
1434##11. Divergência jurisprudencial - Após o cotejo com o acórdão#
1435#1413#6.02 Não cabimento de REsp contra decisão proferida em suspensão de segurança/liminar #
1436#1413#6.03 Súmula 203/STJ#
1437#1413#6.04 Não cabimento do recurso especial interposto contra acórdão que, em agravo interno, manteve a decisão que negou seguimento ao recurso especial ou ao recurso extraordinário com base na sistemática dos recursos repetitivos ou da repercussão geral#
1438#1413#6.06 Não cabimento de recurso especial interposto contra acórdão que tenha fundamento exclusivamente constitucional#
1439#1413#6.07 Não cabimento do recurso especial interposto contra acórdão que resolve incidente de inconstitucionalidade - Súmula 513/STF #
1440#1413#6.11 Não cabimento do recurso especial por perda de objeto em razão do julgamento do mérito da demanda originária - ausência de interesse recursal#
1442#1430#10.09 Súmula 7/STJ na hipótese de multa por embargos protelatórios#
1443#1413#6.12 Não cabimento do recurso especial em razão da violação reflexa de lei federal em face de norma constitucional#
1444#1413#6.13 Não cabimento do recurso especial em razão da violação reflexa de lei federal em face de norma infralegal#
1445#1413#6.14 Não cabimento do recurso especial em razão da violação reflexa de lei federal em face de norma local#
1450#1380#11.01.02 Dissídio de norma não prequestionada#
1455#1430#10.10 Ônus probatório#
1456#1430#10.11 Gratuidade de Justiça#
1457#1430#10.12 Litigância de Má-fé#
1458#1430#10.13 Configuração do Dano Moral#
1459#1430#10.14 Súmulas n. 5/STJ e 7/STJ #
1460#1413#6.15 Não cabimento do recurso especial de Ação Rescisória pelo inc. V, do art. 966 - Violação de Norma Constitucional#
1474#1350#2.04 Súmula 284/STF "a" - razões dissociadas no art. 1.022 (535 do CPC/1973) - ausência de embargos de declaração sobre o tema#
1475#1356#2.06.02 Súmula 284/STF - Indicação genérica de omissão quanto à dispositivo ou dispositivos de lei federal com base no art. 1.022 do CPC (art. 535 do CPC/1973), sem que seja apontada a relevância de sua apreciação para o julgamento da causa:#
1476#1348#1.02 Súmula 284/STF "a" - indicação errônea do dispositivo constitucional autorizador do recurso especial#
1477#1352#2.02.01 -  Súmula 284/STF - Alegação de  violação a um determinado artigo acompanhado da expressão "e seguintes":#
1478#1392#6.05.01 - Súmula 126/STJ - sem interposição de agravo em recurso extraordinário#
1480##13. Outros#
1486#1474#2.04.02 Art. 1.022 do CPC - inovação recursal nos embargos de declaração opostos na origem#
1505#1360#2.12.01 Interposição com base na alínea "a" do permissivo constitucional sem que haja qualquer fundamentação recursal a ela relacionada #
1506#1408#3.02. Interposição com base na alínea "b" do permissivo constitucional sem que haja qualquer fundamentação recursal a ela relacionada#
1507#1429#7.03 Ausência de identidade jurídica pela alínea "c" quando, em idêntica controvérsia pela alínea "a", foi aplicado o óbice 7.02  ou 8.01#
1508#1480#13.03 Cabimento de recurso ordinário - decisão denegatória de mandado de segurança#
1509#1357#2.07.01 Súmula 284/STF - Suficiência  Criminal - Indicação genérica de violação a dispositivo de lei federal   #
1510#1362#7.02.01 Súmula 284/STF - Suficiência Criminal - Razões dissociadas - ausência de impugnação específica#
1511#1402#8.02 Súmula 283/STF - Suficiência Criminal #
1519#1404#9.05 Prequestionamento do dispositivo legal#
1520#1385#5.02.02 Tese constitucional - Lei 9868/99#
1521#1359#2.09.01 Ausência de comando normativo do art. 1022, paragrafo único, do CPC#
1522#1402#8.03 Ausência de identidade jurídica tendo em vista a aplicação da súmula 283/STF#
1523#1480#13.04 Súmula 281/STF#
1524#1523#13.04.01 Não Exaurimento - Padrão#
1525#1523#13.04.02 Não Exaurimento - Mono + Edcl colegiado#
1526#1523#13.04.03 Não Exaurimento - Acórdão + Edcl mono#
1527#1413#6.17 Controvérsia prejudicada - dependente do provimento de controvérsia anterior#
1528#1380#11.01.04 Dissídio de questão não prequestionada (Súmulas 211/STJ e 282/STF)#
1532#1430#10.28 Súmula 7/STJ - Art. 155 do CPP - Condenação baseada em elementos informativos do IP#
1533#1430#10.29 Súmula 7/STJ - Art. 226 do CPP - Nulidade - Reconhecimento pessoal/fotográfico#
1536#1359#2.09.02 Prescrição intercorrente - Ausência de comando normativo#
1537#1430#10.32 Súmula 7/STJ - Tráfico - absolvição e/ou desclassificação#
1538#1430#10.30 Súmula 7STJ - Condenação baseada somente em depoimentos de policiais#
1539#1430#10.31 Súmula 7/STJ - Testemunhos de "ouvir dizer"#
1843#662#2.10.1. Revisão criminal - Ausência de comando normativo#
1844#1430#10.33 Súmula n. 7/STJ - Condenação baseada no depoimento da vítima#
1903#1359#2.09.03 Ausência de Comando Normativo do art. 926 do CPC#
1908#1430#10.34 Súmula 7/STJ - Valor das astreintes - multa do art. 537, § 1º, I, do CPC#
1909#1430#10.35 Súmula 7/STJ - complementar à Súmula 735/STF#
1910#1430#10.36 Súmula 7/STJ - Cerceamento de defesa / dilação probatória#
